Date,Perry North,ALCOSAN,Shaler,Kennedy Twp.,Upper St. Clair,Carnegie,Greentree,Lawrenceville,University of Pittsburgh,Highland Park,Nine Mile Run,Baldwin,Braddock,Churchill,Trafford,Castle Shannon,Bridgeville,Oakdale,Penn Hills North,Penn Hills South,Moon Twp,North Fayette,Findlay,Pleasant Hills,White Oak,Elizabeth Twp.,Marshall,Plum,Bell Acres,Franklin Park,Hampton,Arnold,Richland
12/1/2020 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0
12/1/2020 0:15,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,-9999,0,0.01,0,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0.01,0.01,0,0.01
12/1/2020 0:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2020 0:45,0,0,0,0,0.01,0.01,0,0,0.01,0,0.02,0,0,0,-9999,0.01,0,0,0,0,0.01,0.01,0.01,0,0,0.01,0,0,0,0.01,0,0,0
12/1/2020 1:00,0,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0,0.01,0,-9999,0,0.01,0,0,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0,0,0.01
12/1/2020 1:15,0,0,0,0,0.01,0.02,0,0,0,0,0.01,0.01,0,0,-9999,0.01,0,0.01,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0,0.01,0,0
12/1/2020 1:30,0,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0,0,0,-9999,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0.01,0,0,0
12/1/2020 1:45,0,0,0.01,0,0,0,0,0,0.01,0,0.01,0,0.01,0,-9999,0.01,0,0,0,0,0,0.01,0.01,0,0,0.01,0.01,0.01,0,0,0.01,0.01,0
12/1/2020 2:00,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0,0.01,-9999,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0.01,0.01,0,0.01
12/1/2020 2:15,0,0,0.01,0,0,0,0,0,0.01,0,0.01,0.01,0,0,-9999,0.01,0,0.01,0,0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0,0,0
12/1/2020 2:30,0,0,0,0.01,0,0.01,0.01,0,0.01,0.01,0.01,0,0,0,-9999,0.01,0.01,0,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0
12/1/2020 2:45,0,0.01,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0,-9999,0.01,0,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0.01,0.01,0,0
12/1/2020 3:00,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01,0,0,0.01,0.01,0,-9999,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.01,0,0.01,0,0.01
